ubigeo,distrito,provincia,departamento,area_km2,centroid_lon,centroid_lat,n_facilities,n_active,n_emergency,n_primary,n_uncategorised,n_ccpp,dist_km_nearest_any,dist_km_nearest_emergency,facility_density_per100km2
190202,CHACAYAN,DANIEL ALCIDES CARRION,PASCO,160.12,-76.392547,-10.479551,5,5,0,5,0,83,2.003,25.72,3.1227
190203,GOYLLARIQUIZGA,DANIEL ALCIDES CARRION,PASCO,19.31,-76.403962,-10.486747,1,1,0,1,0,10,1.615,25.856,5.1787
190204,PAUCAR,DANIEL ALCIDES CARRION,PASCO,107.46,-76.417278,-10.340872,5,5,0,5,0,64,4.005,40.291,4.6529
190205,SAN PEDRO DE PILLAO,DANIEL ALCIDES CARRION,PASCO,76.58,-76.535924,-10.416198,2,2,0,2,0,67,4.299,41.523,2.6116
190206,SANTA ANA DE TUSI,DANIEL ALCIDES CARRION,PASCO,285.22,-76.323261,-10.478821,16,16,0,16,0,172,1.692,22.187,5.6097
190207,TAPUC,DANIEL ALCIDES CARRION,PASCO,46.62,-76.468247,-10.418958,3,3,0,3,0,55,1.55,36.123,6.435
190208,VILCABAMBA,DANIEL ALCIDES CARRION,PASCO,82.45,-76.447994,-10.535772,4,4,0,4,0,77,2.799,25.744,4.8514
190301,OXAPAMPA,OXAPAMPA,PASCO,401.89,-75.370826,-10.650389,10,10,2,8,0,66,1.792,8.898,2.4882
190302,CHONTABAMBA,OXAPAMPA,PASCO,437.54,-75.506346,-10.623314,6,6,0,6,0,37,7.685,12.502,1.3713
190303,HUANCABAMBA,OXAPAMPA,PASCO,1134.04,-75.638657,-10.390511,8,8,0,8,0,106,8.226,33.015,0.7054
190304,PALCAZU,OXAPAMPA,PASCO,2787.6,-75.276174,-10.234292,27,27,0,27,0,127,2.135,39.939,0.9686
190305,POZUZO,OXAPAMPA,PASCO,716.11,-75.586262,-10.132715,14,14,0,14,0,106,8.161,52.978,1.955
190306,PUERTO BERMUDEZ,OXAPAMPA,PASCO,10723.09,-74.67886,-10.246634,23,23,0,23,0,279,20.916,77.996,0.2145
190307,VILLA RICA,OXAPAMPA,PASCO,821.92,-75.17589,-10.634101,18,18,1,15,2,132,4.158,15.587,2.19
200101,PIURA,PIURA,PIURA,268.39,-80.668736,-5.103312,253,253,3,112,138,52,4.327,8.944,94.2658
200104,CASTILLA,PIURA,PIURA,656.88,-80.5152,-5.130943,68,68,3,32,33,36,9.983,13.495,10.352
200105,CATACAOS,PIURA,PIURA,2286.34,-80.365288,-5.470413,19,17,1,13,5,60,26.299,41.614,0.831
200107,CURA MORI,PIURA,PIURA,217.53,-80.586059,-5.357591,4,4,0,4,0,29,3.651,18.279,1.8388
200108,EL TALLAN,PIURA,PIURA,101.04,-80.611376,-5.441294,2,2,0,2,0,19,1.148,27.185,1.9794
200109,LA ARENA,PIURA,PIURA,171.44,-80.762594,-5.308972,8,8,0,8,0,45,1.072,17.61,4.6664
200110,LA UNION,PIURA,PIURA,321.41,-80.868028,-5.332861,10,10,0,6,4,31,9.631,27.975,3.1113
200111,LAS LOMAS,PIURA,PIURA,557.26,-80.227778,-4.692116,21,21,0,17,4,105,3.969,46.046,3.7684
200114,TAMBO GRANDE,PIURA,PIURA,1496.18,-80.33099,-4.919466,38,38,0,32,6,229,0.701,27.077,2.5398
200201,AYABACA,AYABACA,PIURA,1552.02,-79.607726,-4.682722,30,30,0,29,1,345,1.607,78.099,1.933
200202,FRÍAS,AYABACA,PIURA,564.35,-79.970942,-4.927211,9,9,0,9,0,157,2.667,29.582,1.5948
200203,JILILI,AYABACA,PIURA,98.19,-79.831551,-4.531819,3,3,0,3,0,25,4.649,73.773,3.0553
200204,LAGUNAS,AYABACA,PIURA,191.65,-79.853373,-4.780017,5,5,0,5,0,63,1.41,50.32,2.6089
200205,MONTERO,AYABACA,PIURA,130.57,-79.846241,-4.63797,4,4,0,4,0,54,2.559,62.986,3.0635
200206,PACAIPAMPA,AYABACA,PIURA,975.92,-79.648911,-4.946451,8,8,0,8,0,183,5.742,60.603,0.8197
200207,PAIMAS,AYABACA,PIURA,325.84,-80.004911,-4.637008,4,4,0,4,0,51,6.511,54.91,1.2276
200208,SAPILLICA,AYABACA,PIURA,277.24,-79.989213,-4.783619,4,4,0,4,0,78,1.227,40.799,1.4428
200209,SICCHEZ,AYABACA,PIURA,35.46,-79.77705,-4.572393,3,3,0,3,0,28,1.517,73.392,8.4602
200210,SUYO,AYABACA,PIURA,1077.15,-80.062768,-4.461358,10,10,0,10,0,142,8.894,72.217,0.9284
200301,HUANCABAMBA,HUANCABAMBA,PIURA,445.57,-79.497487,-5.196827,10,10,0,8,2,89,2.395,75.605,2.2443
200302,CANCHAQUE,HUANCABAMBA,PIURA,313.3,-79.625833,-5.312069,7,7,0,6,1,81,1.11,64.897,2.2343
200303,EL CARMEN DE LA FRONTERA,HUANCABAMBA,PIURA,677.85,-79.367259,-5.022803,9,9,0,9,0,55,4.603,89.815,1.3277
200304,HUARMACA,HUANCABAMBA,PIURA,1951.8,-79.561039,-5.694696,21,21,0,21,0,426,2.727,83.98,1.0759
200305,LALAQUIZ,HUANCABAMBA,PIURA,146.73,-79.664884,-5.172023,4,4,0,4,0,56,3.419,56.793,2.7261
200306,SAN MIGUEL DE EL FAIQUE,HUANCABAMBA,PIURA,208.81,-79.604983,-5.424608,9,9,0,9,0,52,0.455,72.334,4.3101
200307,SONDOR,HUANCABAMBA,PIURA,342.35,-79.362462,-5.403481,5,5,0,5,0,49,0.271,70.435,1.4605
200308,SONDORILLO,HUANCABAMBA,PIURA,230.54,-79.460066,-5.397873,6,6,0,6,0,54,2.762,80.398,2.6026
200401,CHULUCANAS,MORROPON,PIURA,841.51,-80.194418,-5.121714,15,15,1,10,4,122,3.266,3.353,1.7825
200402,BUENOS AIRES,MORROPON,PIURA,249.19,-79.925052,-5.264487,5,5,0,5,0,30,4.782,32.687,2.0065
200403,CHALACO,MORROPON,PIURA,149.99,-79.792812,-5.066346,8,8,0,8,0,81,0.701,42.247,5.3337
200404,LA MATANZA,MORROPON,PIURA,1042.25,-80.082891,-5.367676,7,7,0,6,1,47,3.358,30.959,0.6716
200405,MORROPON,MORROPON,PIURA,173.35,-79.998399,-5.15272,6,6,0,4,2,35,5.303,19.957,3.4612
200406,SALITRAL,MORROPON,PIURA,612.45,-79.827721,-5.437043,5,5,0,5,0,27,5.314,53.196,0.8164
200407,SAN JUAN DE BIGOTE,MORROPON,PIURA,251.9,-79.74125,-5.295887,3,3,0,3,0,32,1.611,52.352,1.1909
200408,SANTA CATALINA DE MOSSA,MORROPON,PIURA,80.92,-79.875617,-5.125785,5,5,0,5,0,40,2.663,32.936,6.1789
200409,SANTO DOMINGO,MORROPON,PIURA,190.82,-79.910684,-5.053152,5,5,0,5,0,61,2.664,29.463,2.6203
200410,YAMANGO,MORROPON,PIURA,219.86,-79.769542,-5.156518,7,7,0,7,0,87,2.002,45.029,3.1838
200501,PAITA,PAITA,PIURA,707.91,-81.055424,-5.167191,33,33,1,20,12,12,9.396,9.396,4.6616
200502,AMOTAPE,PAITA,PIURA,64.53,-81.006765,-4.835533,2,2,0,2,0,10,5.666,29.908,3.0993
200503,ARENAL,PAITA,PIURA,8.38,-81.030037,-4.899573,1,1,0,1,0,6,1.669,22.336,11.9332
200504,COLAN,PAITA,PIURA,123.74,-81.070945,-4.930614,1,1,0,1,0,19,2.563,17.956,0.8081
200505,LA HUACA,PAITA,PIURA,580.6,-80.913156,-5.065447,7,7,0,5,2,21,16.153,20.079,1.2056
200506,TAMARINDO,PAITA,PIURA,65.46,-80.962628,-4.837483,1,1,0,1,0,8,3.622,30.563,1.5277
200507,VICHAYAL,PAITA,PIURA,159.32,-81.107318,-4.838431,3,3,0,3,0,17,3.839,28.112,1.883
200601,SULLANA,SULLANA,PIURA,529.95,-80.546204,-4.825549,155,155,6,72,77,90,3.714,18.329,29.248
200602,BELLAVISTA,SULLANA,PIURA,2.01,-80.674904,-4.890801,16,16,0,13,3,1,0.768,2.3,796.0199
200603,IGNACIO ESCUDERO,SULLANA,PIURA,189.68,-80.885651,-4.826731,7,7,0,5,2,33,2.605,22.638,3.6904
200604,LANCONES,SULLANA,PIURA,2153.54,-80.502806,-4.419926,16,16,0,16,0,227,2.4,57.084,0.743
200605,MARCAVELICA,SULLANA,PIURA,1662.47,-80.784931,-4.53698,10,10,0,10,0,105,21.7,41.177,0.6015
200606,MIGUEL CHECA,SULLANA,PIURA,480.87,-80.788416,-5.048527,2,2,0,2,0,13,10.26,19.859,0.4159
200607,QUERECOTILLO,SULLANA,PIURA,279.5,-80.604267,-4.726095,8,8,0,7,1,35,3.2,21.44,2.8623
200608,SALITRAL,SULLANA,PIURA,31.54,-80.683253,-4.8383,2,2,0,2,0,14,0.73,6.583,6.3412
200701,PARIÑAS,TALARA,PIURA,1130.69,-81.043572,-4.498866,83,83,4,43,36,48,17.824,26.83,7.3407
200702,EL ALTO,TALARA,PIURA,484.9,-81.080183,-4.291511,7,7,0,5,2,5,13.125,37.615,1.4436
200703,LA BREA,TALARA,PIURA,832.98,-81.108248,-4.703854,6,6,0,4,2,28,14.667,23.834,0.7203
200704,LOBITOS,TALARA,PIURA,239.84,-81.202359,-4.402978,1,1,0,1,0,8,10.078,20.051,0.4169
200705,LOS ORGANOS,TALARA,PIURA,164.94,-81.064168,-4.194788,6,6,0,5,1,19,7.129,47.678,3.6377
200706,MANCORA,TALARA,PIURA,98.76,-81.008615,-4.148304,6,6,0,4,2,6,4.979,55.295,6.0753
200801,SECHURA,SECHURA,PIURA,5779.35,-80.660645,-5.919501,20,20,0,12,8,65,28.336,80.408,0.3461
200802,BELLAVISTA DE LA UNION,SECHURA,PIURA,13.9,-80.742897,-5.426517,2,2,0,2,0,10,0.757,28.307,14.3885
200803,BERNAL,SECHURA,PIURA,71.81,-80.702006,-5.457753,2,2,0,1,1,19,4.858,30.377,2.7851
200804,CRISTO NOS VALGA,SECHURA,PIURA,265.47,-80.640994,-5.535187,2,2,0,2,0,14,7.365,37.663,0.7534
200805,VICE,SECHURA,PIURA,261.42,-80.87456,-5.438612,5,5,0,5,0,16,7.131,36.649,1.9126
200806,RINCONADA LLICUAR,SECHURA,PIURA,20.05,-80.774355,-5.48208,1,1,0,1,0,13,2.35,35.283,4.9875
205010,CHIQUIAN,BOLOGNESI,ANCASH,185.86,-77.179252,-10.178194,0,0,0,0,0,86,4.174,58.174,0.0
205020,ABELARDO PARDO LEZAMETA,BOLOGNESI,ANCASH,11.91,-77.159759,-10.309948,0,0,0,0,0,11,1.794,71.984,0.0
205030,ANTONIO RAYMONDI,BOLOGNESI,ANCASH,122.05,-77.499868,-10.203244,0,0,0,0,0,28,5.977,52.838,0.0
205040,AQUIA,BOLOGNESI,ANCASH,437.08,-77.130964,-9.965776,0,0,0,0,0,129,3.806,44.071,0.0
205050,CAJACAY,BOLOGNESI,ANCASH,185.34,-77.342489,-10.190445,0,0,0,0,0,84,1.88,52.591,0.0
205060,CANIS,BOLOGNESI,ANCASH,20.75,-77.190981,-10.334455,0,0,0,0,0,9,2.301,73.005,0.0
205070,COLQUIOC,BOLOGNESI,ANCASH,305.39,-77.585544,-10.30139,0,0,0,0,0,47,3.444,53.824,0.0
205090,HUASTA,BOLOGNESI,ANCASH,390.0,-77.031566,-10.113922,0,0,0,0,0,126,5.006,62.948,0.0
205100,HUAYLLACAYAN,BOLOGNESI,ANCASH,117.58,-77.410776,-10.246945,0,0,0,0,0,99,2.645,57.611,0.0
205110,LA PRIMAVERA,BOLOGNESI,ANCASH,62.51,-77.106285,-10.301868,0,0,0,0,0,13,4.276,74.021,0.0
205120,MANGAS,BOLOGNESI,ANCASH,126.09,-77.104736,-10.360931,0,0,0,0,0,25,0.728,79.778,0.0
205130,PACLLON,BOLOGNESI,ANCASH,210.71,-77.003417,-10.238927,0,0,0,0,0,26,5.509,75.027,0.0
205140,SAN MIGUEL DE CORPANQUI,BOLOGNESI,ANCASH,42.75,-77.209856,-10.291528,0,0,0,0,0,11,1.439,67.824,0.0
205150,TICLLOS,BOLOGNESI,ANCASH,92.62,-77.208035,-10.232476,0,0,0,0,0,36,2.968,61.958,0.0
210101,PUNO,PUNO,PUNO,462.89,-70.063661,-15.904993,86,86,4,29,53,206,6.746,7.712,18.5789
210102,ACORA,PUNO,PUNO,1929.79,-69.908211,-16.287099,21,21,0,21,0,551,1.044,36.842,1.0882
210104,ATUNCOLLA,PUNO,PUNO,131.29,-70.157048,-15.678458,1,1,0,1,0,109,1.842,20.255,0.7617
210105,CAPACHICA,PUNO,PUNO,104.53,-69.824488,-15.64042,6,6,0,6,0,146,0.983,30.808,5.74
210106,CHUCUITO,PUNO,PUNO,116.03,-69.878546,-15.890904,4,4,0,4,0,77,1.209,13.19,3.4474
210107,COATA,PUNO,PUNO,100.22,-69.923752,-15.561546,3,3,0,3,0,80,2.877,22.812,2.9934
210108,HUATA,PUNO,PUNO,129.43,-69.997797,-15.621619,1,1,0,1,0,85,2.959,19.984,0.7726
210109,MAÑAZO,PUNO,PUNO,412.15,-70.408572,-15.880749,5,5,0,5,0,155,11.271,41.793,1.2132
210110,PAUCARCOLLA,PUNO,PUNO,174.73,-70.067133,-15.726279,1,1,0,1,0,131,2.649,13.732,0.5723
210111,PICHACANI,PUNO,PUNO,1647.1,-70.15837,-16.239803,8,8,0,8,0,451,14.237,44.117,0.4857
210112,PLATERIA,PUNO,PUNO,246.11,-69.860223,-15.980948,7,7,0,7,0,131,4.739,19.2,2.8443
210113,SAN ANTONIO,PUNO,PUNO,338.71,-70.302332,-16.080261,1,1,0,1,0,115,8.002,39.787,0.2952
210114,TIQUILLACA,PUNO,PUNO,491.57,-70.271367,-15.923653,2,2,0,2,0,152,8.06,28.326,0.4069
210115,VILQUE,PUNO,PUNO,195.69,-70.26315,-15.780201,2,2,0,2,0,84,1.554,26.845,1.022
210201,AZANGARO,AZANGARO,PUNO,724.22,-70.149194,-14.880957,5,5,1,4,0,311,5.102,5.992,0.6904
210202,ACHAYA,AZANGARO,PUNO,127.15,-70.177703,-15.240696,1,1,0,1,0,54,5.433,24.352,0.7865
210203,ARAPA,AZANGARO,PUNO,338.04,-70.08457,-15.09002,3,3,0,3,0,130,3.836,24.058,0.8875
210204,ASILLO,AZANGARO,PUNO,405.52,-70.353817,-14.740781,4,4,0,4,0,198,5.385,24.629,0.9864
210205,CAMINACA,AZANGARO,PUNO,118.53,-70.094326,-15.302821,2,2,0,2,0,40,3.255,20.136,1.6873
210206,CHUPA,AZANGARO,PUNO,152.92,-69.951972,-15.106276,4,4,0,4,0,89,2.378,22.614,2.6157
210207,JOSE DOMINGO CHOQUEHUANCA,AZANGARO,PUNO,67.25,-70.322726,-15.029991,1,1,0,1,0,17,1.741,19.291,1.487
210208,MUÑANI,AZANGARO,PUNO,788.72,-69.98028,-14.685753,2,2,0,2,0,95,9.868,33.868,0.2536
210209,POTONI,AZANGARO,PUNO,625.62,-70.092171,-14.416445,2,2,0,2,0,222,3.096,52.87,0.3197
210210,SAMAN,AZANGARO,PUNO,204.79,-70.016848,-15.269836,7,7,0,7,0,63,2.409,26.073,3.4181
210211,SAN ANTON,AZANGARO,PUNO,518.23,-70.256687,-14.522604,3,3,0,3,0,156,3.746,42.788,0.5789
210212,SAN JOSE,AZANGARO,PUNO,399.34,-70.178636,-14.691138,2,2,0,2,0,108,1.962,23.743,0.5008
210213,SAN JUAN DE SALINAS,AZANGARO,PUNO,105.18,-70.12619,-15.000797,1,1,0,1,0,75,2.591,13.317,0.9508
210214,SANTIAGO DE PUPUJA,AZANGARO,PUNO,320.47,-70.250336,-15.083394,4,4,0,4,0,66,4.351,20.637,1.2482
210215,TIRAPATA,AZANGARO,PUNO,201.65,-70.383781,-14.922373,1,1,0,1,0,59,4.257,20.002,0.4959
210301,MACUSANI,CARABAYA,PUNO,1021.62,-70.470121,-14.056169,6,6,1,4,1,255,4.263,4.717,0.5873
210302,AJOYANI,CARABAYA,PUNO,428.46,-70.226886,-14.174029,1,1,0,1,0,179,6.571,24.705,0.2334
210303,AYAPATA,CARABAYA,PUNO,2061.82,-70.243513,-13.500903,4,4,0,4,0,111,14.08,66.49,0.194
210304,COASA,CARABAYA,PUNO,3139.9,-69.897476,-13.64308,6,6,0,6,0,146,33.342,74.796,0.1911
210305,CORANI,CARABAYA,PUNO,890.46,-70.705126,-13.923613,5,5,0,5,0,227,7.088,34.067,0.5615
210306,CRUCERO,CARABAYA,PUNO,860.16,-69.928881,-14.336424,3,3,0,3,0,452,3.652,50.086,0.3488
210307,ITUATA,CARABAYA,PUNO,1265.48,-70.115998,-13.82959,3,3,0,3,0,208,6.334,43.341,0.2371
210308,OLLACHEA,CARABAYA,PUNO,713.39,-70.541264,-13.741614,5,5,0,5,0,78,9.462,38.584,0.7009
210309,SAN GABAN,CARABAYA,PUNO,749.23,-70.394838,-13.524029,7,7,0,5,2,58,9.7,60.898,0.9343
210310,USICAYOS,CARABAYA,PUNO,660.53,-69.938279,-14.140767,2,2,0,2,0,203,3.603,53.765,0.3028
210401,JULI,CHUCUITO,PUNO,778.3,-69.502898,-16.3287,16,16,1,14,1,375,14.208,14.208,2.0558
210402,DESAGUADERO,CHUCUITO,PUNO,176.15,-69.080278,-16.620149,4,4,0,4,0,109,25.07,41.478,2.2708
210403,HUACULLANI,CHUCUITO,PUNO,632.24,-69.398849,-16.604121,2,2,0,2,0,156,21.694,44.375,0.3163
210404,KELLUYO,CHUCUITO,PUNO,496.2,-69.247991,-16.721585,4,4,0,4,0,235,34.651,55.377,0.8061
210405,PISACOMA,CHUCUITO,PUNO,963.84,-69.44766,-16.931202,3,3,0,3,0,349,21.528,80.277,0.3113
210406,POMATA,CHUCUITO,PUNO,404.33,-69.288203,-16.356656,9,9,0,8,1,143,9.498,24.471,2.2259
210407,ZEPITA,CHUCUITO,PUNO,527.87,-69.177823,-16.494521,12,12,0,12,0,289,18.0,29.055,2.2733
210501,ILAVE,EL COLLAO,PUNO,896.62,-69.677965,-16.240072,30,30,1,23,6,565,4.427,17.998,3.3459
210502,CAPAZO,EL COLLAO,PUNO,1048.68,-69.701957,-17.109806,6,6,0,5,1,157,2.054,103.471,0.5721
210503,PILCUYO,EL COLLAO,PUNO,154.08,-69.508609,-16.095822,8,8,0,8,0,126,0.238,13.706,5.1921
210504,SANTA ROSA,EL COLLAO,PUNO,2712.13,-69.855096,-16.835695,7,7,0,6,1,483,8.149,81.656,0.2581
210505,CONDURIRI,EL COLLAO,PUNO,850.62,-69.633451,-16.552651,2,2,0,2,0,277,4.729,42.631,0.2351
210601,HUANCANE,HUANCANE,PUNO,389.85,-69.809022,-15.183196,13,13,1,10,2,211,4.511,5.032,3.3346
210602,COJATA,HUANCANE,PUNO,886.45,-69.393222,-15.008171,3,3,0,3,0,151,3.3,45.415,0.3384
210603,HUATASANI,HUANCANE,PUNO,106.89,-69.799609,-15.018926,1,1,0,1,0,50,4.562,20.352,0.9355
210604,INCHUPALLA,HUANCANE,PUNO,298.75,-69.64458,-15.000855,2,2,0,2,0,163,4.048,25.588,0.6695
210605,PUSI,HUANCANE,PUNO,198.83,-69.98967,-15.440921,1,1,0,1,0,152,6.61,14.717,0.5029
210606,ROSASPATA,HUANCANE,PUNO,307.61,-69.487397,-15.209507,5,5,0,5,0,162,3.667,29.998,1.6254
210607,TARACO,HUANCANE,PUNO,198.22,-69.927528,-15.308093,5,5,0,5,0,136,2.079,21.257,2.5224
210608,VILQUE CHICO,HUANCANE,PUNO,511.95,-69.609464,-15.138003,9,9,0,9,0,307,2.06,18.133,1.758
210701,LAMPA,LAMPA,PUNO,663.87,-70.410924,-15.355931,8,8,2,6,0,111,4.817,4.817,1.2051
210702,CABANILLA,LAMPA,PUNO,386.78,-70.390074,-15.569371,3,3,0,3,0,193,4.656,22.897,0.7756
210703,CALAPUJA,LAMPA,PUNO,138.7,-70.236466,-15.311061,1,1,0,1,0,34,1.849,15.06,0.721
210704,NICASIO,LAMPA,PUNO,133.93,-70.291217,-15.218355,2,2,0,2,0,29,4.064,17.87,1.4933
210705,OCUVIRI,LAMPA,PUNO,883.41,-70.850091,-15.18289,3,3,0,3,0,623,8.173,43.662,0.3396
210706,PALCA,LAMPA,PUNO,497.14,-70.609381,-15.299319,1,1,0,1,0,65,7.208,27.067,0.2012
210707,PARATIA,LAMPA,PUNO,750.66,-70.704733,-15.467547,2,2,0,2,0,125,4.425,38.105,0.2664
210708,PUCARA,LAMPA,PUNO,527.98,-70.450525,-15.079451,5,5,0,5,0,97,5.683,26.364,0.947
210709,SANTA LUCIA,LAMPA,PUNO,1596.04,-70.784672,-15.601446,3,3,0,3,0,428,14.508,52.064,0.188
210710,VILAVILA,LAMPA,PUNO,161.8,-70.650341,-15.17496,2,2,0,2,0,45,1.78,33.097,1.2361
210801,AYAVIRI,MELGAR,PUNO,1021.73,-70.60574,-14.931496,7,7,1,6,0,243,0.685,5.736,0.6851
210802,ANTAUTA,MELGAR,PUNO,658.39,-70.384136,-14.3546,3,3,0,3,0,250,11.775,31.741,0.4557
210803,CUPI,MELGAR,PUNO,217.51,-70.894261,-14.890099,2,2,0,2,0,103,3.553,33.055,0.9195
210804,LLALLI,MELGAR,PUNO,229.71,-70.927066,-14.987453,1,1,0,1,0,95,6.372,38.371,0.4353
210805,MACARI,MELGAR,PUNO,694.12,-70.932189,-14.711423,7,7,0,7,0,184,2.057,41.728,1.0085
210806,NUÑOA,MELGAR,PUNO,2210.95,-70.670599,-14.356772,6,6,0,6,0,510,4.456,40.958,0.2714
210807,ORURILLO,MELGAR,PUNO,399.26,-70.487629,-14.68627,7,7,0,7,0,166,5.276,24.334,1.7532
210808,SANTA ROSA,MELGAR,PUNO,807.16,-70.812041,-14.574343,5,5,0,5,0,111,4.346,41.899,0.6195
210809,UMACHIRI,MELGAR,PUNO,333.11,-70.748976,-14.878549,3,3,0,3,0,83,2.999,17.386,0.9006
210901,MOHO,MOHO,PUNO,508.66,-69.447601,-15.350825,10,10,0,10,0,269,4.911,38.175,1.9659
210902,CONIMA,MOHO,PUNO,67.91,-69.412042,-15.449305,2,2,0,2,0,54,3.073,47.141,2.9451
210903,HUAYRAPATA,MOHO,PUNO,406.52,-69.295624,-15.276087,2,2,0,2,0,62,7.111,51.374,0.492
210904,TILALI,MOHO,PUNO,52.35,-69.342077,-15.491677,2,2,0,2,0,53,1.379,56.01,3.8204
211001,PUTINA,SAN ANTONIO DE PUTINA,PUNO,1043.07,-69.834486,-14.709048,4,4,0,4,0,142,14.377,44.959,0.3835
211002,ANANEA,SAN ANTONIO DE PUTINA,PUNO,972.3,-69.504933,-14.692526,3,3,0,3,0,159,4.251,41.345,0.3085
211003,PEDRO VILCA APAZA,SAN ANTONIO DE PUTINA,PUNO,143.65,-69.914254,-15.018383,1,1,0,1,0,72,5.569,25.707,0.6961
211004,QUILCAPUNCU,SAN ANTONIO DE PUTINA,PUNO,527.7,-69.639285,-14.846952,2,2,0,2,0,72,11.099,41.412,0.379
211005,SINA,SAN ANTONIO DE PUTINA,PUNO,471.0,-69.240021,-14.511423,1,1,0,1,0,49,3.091,32.304,0.2123
211010,HUARMEY,HUARMEY,ANCASH,2914.56,-77.918671,-10.173734,0,0,0,0,0,60,24.059,28.515,0.0
211101,JULIACA,SAN ROMAN,PUNO,518.35,-70.19463,-15.447293,74,74,4,25,45,111,1.886,8.716,14.2761
211102,CABANA,SAN ROMAN,PUNO,193.94,-70.279811,-15.64287,3,3,0,3,0,140,4.174,22.62,1.5469
211103,CABANILLAS,SAN ROMAN,PUNO,1274.34,-70.622351,-15.853349,4,4,0,4,0,273,14.105,60.809,0.3139
211104,CARACOTO,SAN ROMAN,PUNO,279.07,-70.087875,-15.557454,3,3,0,3,0,175,2.091,8.196,1.075
211201,SANDIA,SANDIA,PUNO,706.53,-69.43693,-14.291905,5,5,1,4,0,64,2.081,4.649,0.7077
211202,CUYOCUYO,SANDIA,PUNO,515.63,-69.55765,-14.523807,4,4,0,4,0,86,6.593,24.469,0.7758
211203,LIMBANI,SANDIA,PUNO,2410.77,-69.607315,-13.778178,3,3,0,3,0,103,30.142,62.327,0.1244
211204,PATAMBUCO,SANDIA,PUNO,475.19,-69.631214,-14.310084,4,4,0,4,0,54,5.781,17.888,0.8418
211205,PHARA,SANDIA,PUNO,435.71,-69.585022,-14.067837,3,3,0,3,0,94,12.069,31.037,0.6885
211206,QUIACA,SANDIA,PUNO,416.52,-69.356172,-14.467233,3,3,0,2,1,50,4.998,20.059,0.7203
211207,SAN JUAN DEL ORO,SANDIA,PUNO,5792.83,-69.146351,-13.571061,3,3,0,3,0,111,49.588,90.408,0.0518
211208,YANAHUAYA,SANDIA,PUNO,652.16,-69.12704,-14.331137,1,1,0,1,0,34,9.439,36.794,0.1533
211209,ALTO INAMBARI,SANDIA,PUNO,1372.07,-69.3344,-14.031988,6,6,0,6,0,85,7.815,35.281,0.4373
211301,YUNGUYO,YUNGUYO,PUNO,176.31,-69.090184,-16.2828,11,11,1,10,0,192,3.09,3.962,6.239
211303,COPANI,YUNGUYO,PUNO,59.4,-69.073232,-16.371024,1,1,0,1,0,46,4.335,13.892,1.6835
211304,CUTURAPI,YUNGUYO,PUNO,23.92,-69.180569,-16.293085,1,1,0,1,0,23,2.563,10.951,4.1806
211305,OLLARAYA,YUNGUYO,PUNO,27.38,-68.996955,-16.235925,1,1,0,1,0,43,1.156,10.106,3.6523
211306,TINICACHI,YUNGUYO,PUNO,4.08,-68.971515,-16.197969,1,1,0,1,0,6,1.03,13.885,24.5098
211307,UNICACHI,YUNGUYO,PUNO,8.09,-68.965427,-16.224615,1,1,0,1,0,19,1.151,13.648,12.3609
214010,OCROS,OCROS,ANCASH,226.42,-77.364409,-10.380608,0,0,0,0,0,69,4.639,60.125,0.0
214030,CAJAMARQUILLA,OCROS,ANCASH,78.67,-77.240048,-10.320909,0,0,0,0,0,16,5.817,69.645,0.0
214040,CARHUAPAMPA,OCROS,ANCASH,106.64,-77.22483,-10.503471,0,0,0,0,0,19,2.122,62.927,0.0
214060,CONGAS,OCROS,ANCASH,109.09,-77.424082,-10.319372,0,0,0,0,0,116,2.501,60.88,0.0
214070,LLIPA,OCROS,ANCASH,31.5,-77.214451,-10.379111,0,0,0,0,0,18,1.091,71.888,0.0
214080,SAN CRISTOBAL DE RAJAN,OCROS,ANCASH,70.66,-77.228436,-10.415662,0,0,0,0,0,23,3.304,68.145,0.0
214090,SAN PEDRO,OCROS,ANCASH,534.93,-77.568871,-10.474726,0,0,0,0,0,51,14.611,37.63,0.0
214100,SANTIAGO DE CHILCAS,OCROS,ANCASH,88.78,-77.358689,-10.440172,0,0,0,0,0,39,0.888,55.673,0.0
217040,HUAYLLAPAMPA,RECUAY,ANCASH,111.11,-77.514683,-10.057729,0,0,0,0,0,92,2.313,37.104,0.0
217050,LLACLLIN,RECUAY,ANCASH,96.03,-77.587491,-10.10803,0,0,0,0,0,19,5.534,44.56,0.0
217060,MARCA,RECUAY,ANCASH,182.72,-77.454337,-10.074218,0,0,0,0,0,72,2.81,38.31,0.0
217070,PAMPAS CHICO,RECUAY,ANCASH,104.82,-77.373235,-10.094081,0,0,0,0,0,36,3.839,41.446,0.0
217080,PARARIN,RECUAY,ANCASH,259.31,-77.653834,-10.119199,0,0,0,0,0,44,6.504,48.567,0.0
217090,TAPACOCHA,RECUAY,ANCASH,78.31,-77.539883,-10.002756,0,0,0,0,0,40,3.453,31.856,0.0
220101,MOYOBAMBA,MOYOBAMBA,SAN MARTÍN,2698.43,-77.170223,-5.768228,91,91,2,62,27,133,7.076,31.829,3.3723
220102,CALZADA,MOYOBAMBA,SAN MARTÍN,115.94,-77.095757,-6.014539,2,2,0,2,0,8,3.873,9.411,1.725
